Inst,STABBR,PublicPrivate,md_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10
"<a href=""http://www.piercecollege.edu"">Los Angeles Pierce College</a>",CA,8147,33600,53500,80200
"<a href=""http://www.lasc.edu"">Los Angeles Southwest College</a>",CA,6063,25900,42800,61700
"<a href=""http://www.lattc.edu"">Los Angeles Trade Technical College</a>",CA,5074,26500,44200,65300
"<a href=""http://www.lavc.edu"">Los Angeles Valley College</a>",CA,7511,30600,50100,74500
"<a href=""http://www.masters.edu"">The Master's College and Seminary</a>",CA,24711,40900,63000,90600
"<a href=""http://www.lacitycollege.edu/"">Los Angeles City College</a>",CA,5435,25600,43400,65300
"<a href=""http://www.lamission.edu"">Los Angeles Mission College</a>",CA,7405,28900,43900,61700
"<a href=""http://www.losmedanos.edu"">Los Medanos College</a>",CA,8387,34300,53600,79900
"<a href=""http://www.artinstitutes.edu/san-francisco/"">The Art Institute of California-Argosy University San Francisco</a>",CA,27686,38200,56100,75000
"<a href=""http://www.lmu.edu"">Loyola Marymount University</a>",CA,34879,55600,81600,113000
"<a href=""http://lylescolleges.com"">Lyles Fresno College of Beauty</a>",CA,8337,17300,28300,39900
"<a href=""http://www.mtistockton.com"">MTI Business College Inc</a>",CA,18103,25200,37600,53500
"<a href=""http://sacramento.mticollege.edu"">MTI College</a>",CA,12836,38500,58500,82000
"<a href=""http://www.kaplancollege.com/sacramento-ca/"">Kaplan College-Sacramento</a>",CA,25313,26900,43100,55800
"<a href=""http://www.kaplancollege.com/san-diego-ca/"">Kaplan College-San Diego</a>",CA,24723,35300,53200,74100
"<a href=""http://www.kaplancollege.com/vista-ca/"">Kaplan College-Vista</a>",CA,25211,32600,45600,65200
"<a href=""http://www.marin.edu"">College of Marin</a>",CA,8298,32300,55800,86000
"<a href=""http://www.marinello.com"">Marinello Schools of Beauty-Los Angeles</a>",CA,15689,14000,24600,37000
"<a href=""http://www.MarymountCalifornia.edu"">Marymount California University</a>",CA,22646,32600,51800,67900
"<a href=""http://www.mendocino.edu"">Mendocino College</a>",CA,8453,23500,38800,58500
"<a href=""http://www.menlo.edu"">Menlo College</a>",CA,25918,50600,78600,115800
"<a href=""http://www.mccd.edu"">Merced College</a>",CA,3034,26100,40800,59600
"<a href=""http://www.merritt.edu"">Merritt College</a>",CA,10104,28500,50100,76900
"<a href=""http://www.mills.edu"">Mills College</a>",CA,25539,39000,59400,81300
"<a href=""http://www.miracosta.edu"">MiraCosta College</a>",CA,3451,29500,43600,61500
"<a href=""http://www.marinello.com"">Marinello Schools of Beauty-San Francisco</a>",CA,16537,25700,48300,70000
"<a href=""http://www.missioncollege.edu/"">Mission College</a>",CA,8096,32800,54900,81000
"<a href=""http://www.kaplancollege.com/north-hollywood-ca/"">Kaplan College-North Hollywood</a>",CA,22315,35000,56800,82700
"<a href=""http://mjc.edu"">Modesto Junior College</a>",CA,6864,27500,46300,67300
"<a href=""http://www.mpc.edu"">Monterey Peninsula College</a>",CA,6330,34100,52400,82700
"<a href=""http://www.moorparkcollege.edu/index.shtml"">Moorpark College</a>",CA,2770,38500,61200,89000
"<a href=""http://www.mtsac.edu"">Mt San Antonio College</a>",CA,3101,33800,52100,77800
"<a href=""http://www.msmc.la.edu"">Mount St Mary's College</a>",CA,26170,50200,77900,103700
"<a href=""http://www.msjc.edu"">Mt San Jacinto Community College District</a>",CA,6428,26500,44600,66500
"<a href=""http://www.mi.edu"">Musicians Institute</a>",CA,35680,26100,42900,65100
"<a href=""http://www.napavalley.edu"">Napa Valley College</a>",CA,9327,34300,56900,87000
"<a href=""http://www.bryman.edu"">Everest College-San Francisco</a>",CA,26600,31300,46400,56800
"<a href=""http://www.everest.edu/campus/reseda"">Everest College-Reseda</a>",CA,22255,29500,41300,54800
"<a href=""http://bryman.edu/brymanla/"">Everest College-LA Wilshire</a>",CA,23709,25800,35900,45100
"<a href=""http://www.bryman.edu"">Everest College-San Jose</a>",CA,24919,32000,47800,58400
"<a href=""http://www.everest.edu/campus/gardena"">Everest College-Gardena</a>",CA,27819,26700,36600,48900
"<a href=""http://www.everest.edu/campus/alhambra"">Everest College-Alhambra</a>",CA,25860,26100,36300,48200
"<a href=""http://everest.edu/campus/san_bernardino"">Everest College-San Bernardino</a>",CA,24927,24500,34500,45600
"<a href=""http://www.nhu.edu"">The National Hispanic University</a>",CA,16413,42900,61000,70500
"<a href=""http://www.nhi.edu"">National Holistic Institute</a>",CA,23829,27200,48500,68400
"<a href=""http://www.nu.edu"">National University</a>",CA,22000,54800,72200,91100
"<a href=""http://www.north-westcollege.edu"">North-West College-Pomona</a>",CA,20043,21700,32900,43000
"<a href=""http://www.north-westcollege.edu"">North-West College-West Covina</a>",CA,19258,26800,38700,50500
"<a href=""http://www.north-westcollege.edu"">North-West College-Pasadena</a>",CA,18434,26800,39800,58800
"<a href=""http://www.ndnu.edu"">Notre Dame de Namur University</a>",CA,26022,51300,73900,96200
"<a href=""http://www.oxy.edu"">Occidental College</a>",CA,24392,50100,69100,94200
"<a href=""http://www.ohlone.edu"">Ohlone College</a>",CA,10029,39000,64000,97800
"<a href=""http://www.orangecoastcollege.edu/"">Orange Coast College</a>",CA,9798,34800,55200,79100
"<a href=""http://www.otis.edu"">Otis College of Art and Design</a>",CA,31146,42000,69900,101500
"<a href=""http://www.oxnardcollege.edu"">Oxnard College</a>",CA,3856,29100,44200,59500
"<a href=""http://www.hiu.edu"">Hope International University</a>",CA,23811,35100,52100,73700
"<a href=""http://www.concorde.edu"">Concorde Career College-San Diego</a>",CA,20344,25700,40100,52400
"<a href=""http://www.puc.edu"">Pacific Union College</a>",CA,22809,48600,75800,110900
"<a href=""http://www.pacific.edu"">University of the Pacific</a>",CA,30318,66400,116100,154800
"<a href=""http://www.paloverde.edu"">Palo Verde College</a>",CA,7114,26500,42400,59300
"<a href=""http://WWW.PALOMAR.EDU"">Palomar College</a>",CA,5334,31700,51500,74500
"<a href=""http://www.pasadena.edu"">Pasadena City College</a>",CA,5718,33500,52000,75100
"<a href=""http://www.pepperdine.edu/"">Pepperdine University</a>",CA,24446,61400,94600,137800
"<a href=""http://www.pitzer.edu"">Pitzer College</a>",CA,25807,45300,62500,90700
"<a href=""http://www.platt.edu"">Platt College-San Diego</a>",CA,35757,35300,51300,70300
"<a href=""http://www.pointloma.edu"">Point Loma Nazarene University</a>",CA,29865,50300,70500,90300
"<a href=""http://www.pomona.edu"">Pomona College</a>",CA,12557,52600,75500,133700
"<a href=""http://www.portervillecollege.edu"">Porterville College</a>",CA,2954,26100,44000,64400
"<a href=""http://www.sac.edu"">Santa Ana College</a>",CA,2608,32400,49500,74900
"<a href=""http://www.redlands.edu"">University of Redlands</a>",CA,25057,53800,72800,97100
"<a href=""http://www.redwoods.edu"">College of the Redwoods</a>",CA,4547,25300,40800,62100
"<a href=""http://www.riohondo.edu"">Rio Hondo College</a>",CA,5375,32000,50000,71700
"<a href=""http://www.rcc.edu/riverside/"">Riverside City College</a>",CA,6696,30000,48300,70700
"<a href=""http://www.argosy.edu/sanfrancisco"">Argosy University-San Francisco Bay Area</a>",CA,23000,38200,56100,75000
"<a href=""http://www.rosemead-beauty-school.com"">Rosemead Beauty School</a>",CA,10291,12200,22300,38200
"<a href=""http://www.scc.losrios.edu/"">Sacramento City College</a>",CA,6529,31000,48300,69900
"<a href=""http://www.saddleback.edu"">Saddleback College</a>",CA,9056,33900,57500,88900
"<a href=""http://www.sdcity.edu/"">San Diego City College</a>",CA,6054,27000,44000,62200
"<a href=""http://www.golfacademy.edu"">Golf Academy of America-Carlsbad</a>",CA,23374,26400,40400,58300
"<a href=""http://www.sdmesa.edu/"">San Diego Mesa College</a>",CA,6824,34900,54900,78100
"<a href=""http://www.sdmiramar.edu/"">San Diego Miramar College</a>",CA,6109,36900,57000,80900
"<a href=""http://www.sdsu.edu"">San Diego State University</a>",CA,11724,48700,68700,92000
"<a href=""http://www.sandiego.edu"">University of San Diego</a>",CA,31593,56300,81600,113700
"<a href=""http://www.sfai.edu"">San Francisco Art Institute</a>",CA,41414,24600,44400,65800
"<a href=""http://www.sfsu.edu"">San Francisco State University</a>",CA,14235,46900,66600,92900
"<a href=""http://www.usfca.edu/"">University of San Francisco</a>",CA,31915,61000,92800,122100
"<a href=""http://www.deltacollege.edu"">San Joaquin Delta College</a>",CA,8630,29400,47000,66300
"<a href=""http://www.sjvc.edu"">San Joaquin Valley College-Visalia</a>",CA,22770,26900,42100,61500
"<a href=""http://www.sjvc.edu/"">San Joaquin Valley College-Bakersfield</a>",CA,18274,26900,42100,61500
"<a href=""http://WWW.JESSUP.EDU"">William Jessup University</a>",CA,18601,38600,53400,73400
"<a href=""http://www.sjcc.edu"">San Jose City College</a>",CA,9196,29900,49800,71100
"<a href=""http://www.sjsu.edu"">San Jose State University</a>",CA,13794,54600,80300,107600
"<a href=""http://www.collegeofsanmateo.edu"">College of San Mateo</a>",CA,5819,39900,60000,91400
"<a href=""http://sbbcollege.edu"">Santa Barbara Business College-Bakersfield</a>",CA,17465,24000,36700,51500
"<a href=""http://www.westwood.edu"">Westwood College-Los Angeles</a>",CA,25008,32200,48500,66500
"<a href=""http://sbbcollege.edu"">Santa Barbara Business College-Santa Maria</a>",CA,16570,29000,42000,62100
"<a href=""http://www.sbcc.edu"">Santa Barbara City College</a>",CA,9940,33900,54200,80600
"<a href=""http://www.scu.edu"">Santa Clara University</a>",CA,34956,67700,99200,139000
"<a href=""http://www.smc.edu"">Santa Monica College</a>",CA,6443,31800,51700,77100
"<a href=""http://www.santarosa.edu"">Santa Rosa Junior College</a>",CA,6979,33900,56700,84100
"<a href=""http://www.scrippscollege.edu"">Scripps College</a>",CA,26057,47200,66600,95900
"<a href=""http://www.wyotech.edu/campus/fremont"">Wyotech-Fremont</a>",CA,19612,38800,59700,78300
"<a href=""http://www.cos.edu"">College of the Sequoias</a>",CA,1915,26500,42800,62300
"<a href=""http://www.shastacollege.edu"">Shasta College</a>",CA,4832,24900,41600,64300
"<a href=""http://www.sierracollege.edu"">Sierra College</a>",CA,7601,29500,47800,73300
"<a href=""http://www.simpsonu.edu"">Simpson University</a>",CA,17760,33700,48300,63200
"<a href=""http://www.siskiyous.edu"">College of the Siskiyous</a>",CA,7860,25600,42600,64600
"<a href=""http://www.caj.scusd.edu"">Charles A Jones Career and Education Center</a>",CA,2435,24400,40600,55500
"<a href=""http://skylinecollege.edu"">Skyline College</a>",CA,4229,38000,60500,83900
"<a href=""http://www.valleycollege.edu"">San Bernardino Valley College</a>",CA,6464,24900,42400,61700
"<a href=""http://www.stmarys-ca.edu"">Saint Mary's College of California</a>",CA,33876,59000,89400,127400
"<a href=""http://www.solano.edu"">Solano Community College</a>",CA,7255,34100,53900,82000
"<a href=""http://www.sonoma.edu"">Sonoma State University</a>",CA,17350,45600,64100,89200
"<a href=""http://SOUTHCOASTCOLLEGE.COM"">South Coast College</a>",CA,18648,30100,46900,64900
"<a href=""http://www.vanguard.edu"">Vanguard University of Southern California</a>",CA,22491,38800,59900,90700
"<a href=""http://www.concorde.edu"">Concorde Career College-Garden Grove</a>",CA,27175,36700,52500,72100
"<a href=""http://www.swccd.edu/"">Southwestern College</a>",CA,4463,30700,46000,66800
"<a href=""http://www.usc.edu/"">University of Southern California</a>",CA,28352,66100,99000,143900
"<a href=""http://www.taftcollege.edu"">Taft College</a>",CA,6025,31800,57100,79700
"<a href=""http://www.uei.edu/"">United Education Institute-Huntington Park Campus</a>",CA,23735,25500,38100,51700
"<a href=""http://www.concorde.edu"">Concorde Career College-San Bernardino</a>",CA,19506,27000,40900,56200
"<a href=""http://www.concorde.edu"">Concorde Career College-North Hollywood</a>",CA,20239,39600,59500,78900
"<a href=""http://www.venturacollege.edu/"">Ventura College</a>",CA,3100,30900,48400,69600
"<a href=""http://www.vvc.edu"">Victor Valley College</a>",CA,7219,25800,46500,72600
"<a href=""http://www.berkeleycitycollege.edu/wp/"">Berkeley City College</a>",CA,6673,27100,47000,70100
"<a href=""http://www.westhillscollege.com"">West Hills College-Coalinga</a>",CA,7363,27700,43700,62400
"<a href=""http://www.wlac.edu"">West Los Angeles College</a>",CA,7441,28900,46000,66700
"<a href=""http://www.westvalley.edu"">West Valley College</a>",CA,9086,33300,52500,78100
"<a href=""http://www.carrington.edu"">Carrington College California-Sacramento</a>",CA,16838,29700,43600,55800
"<a href=""http://www.westmont.edu"">Westmont College</a>",CA,30074,48300,68000,99100
"<a href=""http://WWW.whittier.edu"">Whittier College</a>",CA,33181,45100,64000,85500
"<a href=""http://woodbury.edu/"">Woodbury University</a>",CA,24767,45600,66900,90100
"<a href=""http://yc.yccd.edu"">Yuba College</a>",CA,6014,26200,44400,69800
"<a href=""http://www.adams.edu"">Adams State University</a>",CO,14676,33200,46600,66100
"<a href=""http://www.aims.edu"">Aims Community College</a>",CO,9053,31700,48800,66800
"<a href=""http://www.arapahoe.edu"">Arapahoe Community College</a>",CO,8792,35200,54800,76600
"<a href=""http://www.bel-rea.com"">Bel-Rea Institute of Animal Technology</a>",CO,21736,30600,40000,55700
"<a href=""http://www.everest.edu/campus/colorado_springs"">Everest College-Colorado Springs</a>",CO,19916,24700,38700,53300
"<a href=""http://www.ucdenver.edu/"">University of Colorado Denver</a>",CO,13594,73800,125800,157000
"<a href=""http://www.uccs.edu"">University of Colorado Colorado Springs</a>",CO,13020,41200,62200,84800
"<a href=""http://www.redstone.edu"">Redstone College</a>",CO,21505,40300,59800,80100
"<a href=""http://www.colorado.edu"">University of Colorado Boulder</a>",CO,21849,48000,70400,99400
"<a href=""http://WWW.CCU.EDU"">Colorado Christian University</a>",CO,23450,40500,59100,82900
"<a href=""http://www.coloradocollege.edu"">Colorado College</a>",CO,28404,41100,56800,84500
"<a href=""http://www.concorde.edu"">Concorde Career College-Aurora</a>",CO,20374,29200,44500,59300
"<a href=""http://www.artinstitutes.edu/denver/"">The Art Institute of Colorado</a>",CO,26651,32400,50300,70400
"<a href=""http://www.coloradomtn.edu"">Colorado Mountain College</a>",CO,10262,28800,45300,64400
"<a href=""http://www.cncc.edu"">Colorado Northwestern Community College</a>",CO,10816,38300,56800,80400
"<a href=""http://www.mines.edu"">Colorado School of Mines</a>",CO,24980,74700,98500,136700
"<a href=""http://schooloftrades.edu"">Colorado School of Trades</a>",CO,14802,35800,56900,82800
"<a href=""http://www.colostate.edu"">Colorado State University-Fort Collins</a>",CO,15707,44300,65800,89900
"<a href=""http://www.coloradotech.edu/Colorado-Springs"">Colorado Technical University-Colorado Springs</a>",CO,18782,44100,71400,101900
"<a href=""http://www.empire.edu"">Empire Beauty School-Lakewood</a>",CO,13059,24000,36800,46600
"<a href=""http://www.ccaurora.edu"">Community College of Aurora</a>",CO,12960,32000,49600,69200
"<a href=""http://www.collegeamerica.edu"">College America-Denver</a>",CO,16059,28800,44200,61000
"<a href=""http://www.dmtc.edu"">Delta Montrose Technical College</a>",CO,6820,23600,42700,62600
"<a href=""http://www.princeinstitute.edu"">Prince Institute-Rocky Mountains</a>",CO,14756,34700,44800,58300
"<a href=""http://www.ccd.edu"">Community College of Denver</a>",CO,8184,27900,46400,65200
"<a href=""http://www.lincolnedu.com"">Lincoln College of Technology-Denver</a>",CO,17921,35800,52300,71200
"<a href=""http://www.westwood.edu"">Westwood College-Denver North</a>",CO,19523,35000,53500,74200
"<a href=""http://www.du.edu"">University of Denver</a>",CO,29362,51400,77400,105000
"<a href=""http://www.emilygriffith.edu"">Emily Griffith Technical College</a>",CO,10299,23500,40500,52200
"<a href=""http://fortlewis.edu/"">Fort Lewis College</a>",CO,14398,34000,50600,71900
"<a href=""http://www.frontrange.edu"">Front Range Community College</a>",CO,10131,35400,54100,72700
"<a href=""http://www.hairdynamics.com"">Hair Dynamics Education Center</a>",CO,13335,16300,28300,48700
"<a href=""http://www.issaco.edu"">International Salon and Spa Academy</a>",CO,13448,15100,27400,37100
"<a href=""http://www.lamarcc.edu"">Lamar Community College</a>",CO,10249,26600,42000,60800
"<a href=""http://www.coloradomesa.edu"">Colorado Mesa University</a>",CO,15833,34600,51900,73500
"<a href=""http://www.msudenver.edu/"">Metropolitan State University of Denver</a>",CO,10586,38600,55800,76500
"<a href=""http://www.morgancc.edu"">Morgan Community College</a>",CO,10880,29600,45000,61200
"<a href=""http://www.naropa.edu"">Naropa University</a>",CO,25942,18600,36300,51400
"<a href=""http://www.nbc.edu"">Nazarene Bible College</a>",CO,25950,34500,52400,76900
"<a href=""http://www.njc.edu"">Northeastern Junior College</a>",CO,11743,34200,49500,67600
